id,height,intensity_range:min,intensity_range:max,rt,charge,mz_range:min,mz_range:max,mz,area,rt_range:min,rt_range:max,datafile:PreIS__400_800_d161-r002.mzML:fwhm,datafile:PreIS__400_800_d161-r002.mzML:feature_state,datafile:PreIS__400_800_d161-r002.mzML:intensity_range:min,datafile:PreIS__400_800_d161-r002.mzML:intensity_range:max,datafile:PreIS__400_800_d161-r002.mzML:tailing_factor,datafile:PreIS__400_800_d161-r002.mzML:mz_range:min,datafile:PreIS__400_800_d161-r002.mzML:mz_range:max,datafile:PreIS__400_800_d161-r002.mzML:area,datafile:PreIS__400_800_d161-r002.mzML:rt_range:min,datafile:PreIS__400_800_d161-r002.mzML:rt_range:max,datafile:PreIS__400_800_d161-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_d161-r002.mzML:height,datafile:PreIS__400_800_d161-r002.mzML:rt,datafile:PreIS__400_800_d161-r002.mzML:mz,datafile:PreIS__400_800_d161-r002.mzML:charge,datafile:PreIS__400_800_d161-r002.mzML:isotopes,datafile:PreIS__1100_1500_d161-r001.mzML:fwhm,datafile:PreIS__1100_1500_d161-r001.mzML:feature_state,datafile:PreIS__1100_1500_d161-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_d161-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:area,datafile:PreIS__1100_1500_d161-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d161-r001.mzML:height,datafile:PreIS__1100_1500_d161-r001.mzML:rt,datafile:PreIS__1100_1500_d161-r001.mzML:mz,datafile:PreIS__1100_1500_d161-r001.mzML:charge,datafile:PreIS__1100_1500_d161-r001.mzML:isotopes,datafile:PreIS__750_1150_d161-r001.mzML:fwhm,datafile:PreIS__750_1150_d161-r001.mzML:feature_state,datafile:PreIS__750_1150_d161-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_d161-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_d161-r001.mzML:tailing_factor,datafile:PreIS__750_1150_d161-r001.mzML:mz_range:min,datafile:PreIS__750_1150_d161-r001.mzML:mz_range:max,datafile:PreIS__750_1150_d161-r001.mzML:area,datafile:PreIS__750_1150_d161-r001.mzML:rt_range:min,datafile:PreIS__750_1150_d161-r001.mzML:rt_range:max,datafile:PreIS__750_1150_d161-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_d161-r001.mzML:height,datafile:PreIS__750_1150_d161-r001.mzML:rt,datafile:PreIS__750_1150_d161-r001.mzML:mz,datafile:PreIS__750_1150_d161-r001.mzML:charge,datafile:PreIS__750_1150_d161-r001.mzML:isotopes,datafile:PreIS__750_1150_d161-r002.mzML:fwhm,datafile:PreIS__750_1150_d161-r002.mzML:feature_state,datafile:PreIS__750_1150_d161-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_d161-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_d161-r002.mzML:tailing_factor,datafile:PreIS__750_1150_d161-r002.mzML:mz_range:min,datafile:PreIS__750_1150_d161-r002.mzML:mz_range:max,datafile:PreIS__750_1150_d161-r002.mzML:area,datafile:PreIS__750_1150_d161-r002.mzML:rt_range:min,datafile:PreIS__750_1150_d161-r002.mzML:rt_range:max,datafile:PreIS__750_1150_d161-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_d161-r002.mzML:height,datafile:PreIS__750_1150_d161-r002.mzML:rt,datafile:PreIS__750_1150_d161-r002.mzML:mz,datafile:PreIS__750_1150_d161-r002.mzML:charge,datafile:PreIS__750_1150_d161-r002.mzML:isotopes,datafile:PreIS__1100_1500_d161-r002.mzML:fwhm,datafile:PreIS__1100_1500_d161-r002.mzML:feature_state,datafile:PreIS__1100_1500_d161-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_d161-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:area,datafile:PreIS__1100_1500_d161-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d161-r002.mzML:height,datafile:PreIS__1100_1500_d161-r002.mzML:rt,datafile:PreIS__1100_1500_d161-r002.mzML:mz,datafile:PreIS__1100_1500_d161-r002.mzML:charge,datafile:PreIS__1100_1500_d161-r002.mzML:isotopes,datafile:PreIS__400_800_d161-r001.mzML:fwhm,datafile:PreIS__400_800_d161-r001.mzML:feature_state,datafile:PreIS__400_800_d161-r001.mzML:intensity_range:min,datafile:PreIS__400_800_d161-r001.mzML:intensity_range:max,datafile:PreIS__400_800_d161-r001.mzML:tailing_factor,datafile:PreIS__400_800_d161-r001.mzML:mz_range:min,datafile:PreIS__400_800_d161-r001.mzML:mz_range:max,datafile:PreIS__400_800_d161-r001.mzML:area,datafile:PreIS__400_800_d161-r001.mzML:rt_range:min,datafile:PreIS__400_800_d161-r001.mzML:rt_range:max,datafile:PreIS__400_800_d161-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_d161-r001.mzML:height,datafile:PreIS__400_800_d161-r001.mzML:rt,datafile:PreIS__400_800_d161-r001.mzML:mz,datafile:PreIS__400_800_d161-r001.mzML:charge,datafile:PreIS__400_800_d161-r001.mzML:isotopes
263,2.2E3,5.0E1,2.2E3,7.11,,782.1999,783.4000,782.7960,1.6E2,7.04,7.22,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,5.0E1,2.2E3,0.92,782.1999,783.4000,1.6E2,7.04,7.22,0.90,2.2E3,7.11,782.7960,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
264,6.3E2,2.6E2,6.3E2,7.13,,764.6730,764.7678,764.7491,3.7E1,7.08,7.17,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.6E2,6.3E2,0.88,764.6730,764.7678,3.7E1,7.08,7.17,0.75,6.3E2,7.13,764.7491,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
265,1.0E3,1.8E2,1.0E3,7.13,,1108.8980,1108.9002,1108.8985,7.5E1,7.08,7.22,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.74,DETECTED,1.8E2,1.0E3,1.38,1108.8980,1108.9002,7.5E1,7.08,7.22,1.71,1.0E3,7.13,1108.8985,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
266,1.1E4,1.8E2,1.1E4,7.15,1,755.9946,756.7000,756.4054,7.4E2,7.08,7.23,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.8E2,1.1E4,0.92,755.9946,756.7000,7.4E2,7.08,7.23,0.82,1.1E4,7.15,756.4054,1,3,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
267,2.2E3,5.8E1,2.2E3,7.30,,778.5001,778.6698,778.5045,1.3E2,7.22,7.35,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.8E1,2.2E3,1.17,778.5001,778.6698,1.3E2,7.22,7.35,1.41,2.2E3,7.30,778.5045,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
268,1.0E3,5.7E1,1.0E3,7.41,1,770.7000,771.4000,770.7904,6.1E1,7.35,7.47,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.7E1,1.0E3,0.88,770.7000,771.4000,6.1E1,7.35,7.47,0.77,1.0E3,7.41,770.7904,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
269,9.9E2,5.0E1,9.9E2,7.50,,782.5647,783.4000,782.8994,6.2E1,7.44,7.60,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.0E1,9.9E2,1.20,782.5647,783.4000,6.2E1,7.44,7.60,1.36,9.9E2,7.50,782.8994,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
270,5.3E2,1.6E2,5.3E2,7.52,,772.4812,772.7968,772.7967,3.1E1,7.48,7.57,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.6E2,5.3E2,1.17,772.4812,772.7968,3.1E1,7.48,7.57,1.33,5.3E2,7.52,772.7967,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
271,1.1E3,3.6E2,1.1E3,7.58,,761.6740,761.7000,761.6998,6.1E1,7.53,7.62,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.6E2,1.1E3,0.88,761.6740,761.7000,6.1E1,7.53,7.62,0.75,1.1E3,7.58,761.6998,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
272,2.4E3,5.0E1,2.4E3,7.61,,792.1000,792.7612,792.5899,1.9E2,7.56,7.69,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.10,DETECTED,5.0E1,2.4E3,1.25,792.1000,792.7612,1.9E2,7.56,7.69,1.50,2.4E3,7.61,792.5899,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
273,7.4E3,4.5E2,7.4E3,7.65,1,766.4000,766.8056,766.7653,5.2E2,7.57,7.73,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,4.5E2,7.4E3,0.97,766.4000,766.8056,5.2E2,7.57,7.73,0.95,7.4E3,7.65,766.7653,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
274,2.1E4,5.6E1,2.1E4,7.65,,784.3000,784.9000,784.6764,1.4E3,7.56,7.73,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.6E1,2.1E4,0.88,784.3000,784.9000,1.4E3,7.56,7.73,0.78,2.1E4,7.65,784.6764,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
275,1.0E3,2.5E2,1.0E3,7.70,,792.5111,792.9132,792.8640,4.5E1,7.69,7.75,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.05,DETECTED,2.5E2,1.0E3,2.50,792.5111,792.9132,4.5E1,7.69,7.75,4.00,1.0E3,7.70,792.8640,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
276,6.3E3,1.1E3,6.3E3,7.75,,759.2572,759.8000,759.5917,9.8E2,7.69,7.89,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.17,DETECTED,1.1E3,6.3E3,1.60,759.2572,759.8000,9.8E2,7.69,7.89,2.46,6.3E3,7.75,759.5917,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
277,4.8E3,9.2E2,4.8E3,7.76,,785.6574,785.8000,785.7098,3.8E2,7.70,7.83,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.08,DETECTED,9.2E2,4.8E3,1.00,785.6574,785.8000,3.8E2,7.70,7.83,1.00,4.8E3,7.76,785.7098,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
278,3.0E3,2.2E3,3.0E3,7.80,,784.8854,785.3521,785.3321,1.1E2,7.79,7.84,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.05,DETECTED,2.2E3,3.0E3,2.00,784.8854,785.3521,1.1E2,7.79,7.84,3.00,3.0E3,7.80,785.3321,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
279,2.1E3,6.4E2,2.1E3,7.82,,781.5775,781.8000,781.7999,1.2E2,7.76,7.85,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,6.4E2,2.1E3,0.88,781.5775,781.8000,1.2E2,7.76,7.85,0.75,2.1E3,7.82,781.7999,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
280,2.8E3,1.3E2,2.8E3,7.82,,786.5936,786.8982,786.7608,2.8E2,7.69,7.87,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.09,DETECTED,1.3E2,2.8E3,0.70,786.5936,786.8982,2.8E2,7.69,7.87,0.32,2.8E3,7.82,786.7608,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
281,3.7E3,5.1E1,3.7E3,7.85,,760.4000,760.8221,760.7506,2.4E2,7.76,7.91,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,5.1E1,3.7E3,0.92,760.4000,760.8221,2.4E2,7.76,7.91,0.94,3.7E3,7.85,760.7506,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
282,7.7E2,5.1E1,7.7E2,7.89,,807.5018,807.8882,807.7306,4.8E1,7.83,7.96,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,7.7E2,1.61,807.5018,807.8882,4.8E1,7.83,7.96,0.72,7.7E2,7.89,807.7306,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
283,6.3E3,6.1E2,6.3E3,7.92,,785.5447,785.7220,785.6235,6.8E2,7.83,8.02,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.11,DETECTED,6.1E2,6.3E3,1.07,785.5447,785.7220,6.8E2,7.83,8.02,1.14,6.3E3,7.92,785.6235,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
284,5.3E3,2.1E3,5.3E3,7.93,,759.4589,759.8134,759.5614,3.6E2,7.89,7.98,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.08,DETECTED,2.1E3,5.3E3,1.17,759.4589,759.8134,3.6E2,7.89,7.98,1.33,5.3E3,7.93,759.5614,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
285,6.5E2,5.1E1,6.5E2,7.96,,780.8131,781.3000,781.1301,5.6E1,7.89,8.05,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.10,DETECTED,5.1E1,6.5E2,1.06,780.8131,781.3000,5.6E1,7.89,8.05,1.26,6.5E2,7.96,781.1301,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
286,1.3E3,1.6E2,1.3E3,7.98,,1026.6138,1026.6998,1026.6997,7.5E1,7.93,8.04,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.6E2,1.3E3,1.00,1026.6138,1026.6998,7.5E1,7.93,8.04,1.30,1.3E3,7.98,1026.6997,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
287,6.9E2,5.1E1,6.9E2,8.01,,786.5974,786.7000,786.6022,4.1E1,7.96,8.08,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,6.9E2,2.08,786.5974,786.7000,4.1E1,7.96,8.08,0.74,6.9E2,8.01,786.6022,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
288,1.1E3,2.7E2,1.1E3,8.02,,909.8990,910.0304,909.8991,6.2E1,7.98,8.08,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.7E2,1.1E3,1.17,909.8990,910.0304,6.2E1,7.98,8.08,1.33,1.1E3,8.02,909.8991,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
289,1.6E3,6.1E2,1.6E3,8.09,,813.9000,813.9526,813.9000,9.4E1,8.04,8.13,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,6.1E2,1.6E3,0.88,813.9000,813.9526,9.4E1,8.04,8.13,0.75,1.6E3,8.09,813.9000,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
290,1.6E3,3.1E2,1.6E3,8.13,,785.4260,785.6972,785.5669,1.2E2,8.08,8.19,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.57,DETECTED,3.1E2,1.6E3,1.12,785.4260,785.6972,1.2E2,8.08,8.19,1.12,1.6E3,8.13,785.5669,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
291,5.2E2,1.6E2,5.2E2,8.18,,781.3953,781.5775,781.4688,3.8E1,8.10,8.23,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.6E2,5.2E2,0.83,781.3953,781.5775,3.8E1,8.10,8.23,0.67,5.2E2,8.18,781.4688,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
292,1.1E3,5.2E1,1.1E3,8.22,,761.5000,761.6740,761.5001,6.1E1,8.18,8.27,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.2E1,1.1E3,1.17,761.5000,761.6740,6.1E1,8.18,8.27,1.33,1.1E3,8.22,761.5001,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
293,1.2E3,5.0E1,1.2E3,8.23,,807.2998,807.5018,807.3002,6.8E1,8.17,8.28,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.0E1,1.2E3,1.17,807.2998,807.5018,6.8E1,8.17,8.28,1.39,1.2E3,8.23,807.3002,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
294,1.5E3,4.3E2,1.5E3,8.26,,1100.1537,1100.1617,1100.1564,8.3E1,8.22,8.31,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,4.3E2,1.5E3,1.17,1100.1537,1100.1617,8.3E1,8.22,8.31,1.33,1.5E3,8.26,1100.1564,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
295,2.8E3,9.3E1,2.8E3,8.27,1,759.6359,759.9000,759.6631,2.1E2,8.22,8.35,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,4.01,DETECTED,9.3E1,2.8E3,1.19,759.6359,759.9000,2.1E2,8.22,8.35,1.20,2.8E3,8.27,759.6631,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
296,6.1E2,1.6E2,6.1E2,8.30,,1103.4767,1103.5173,1103.4826,3.7E1,8.24,8.35,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.6E2,6.1E2,1.00,1103.4767,1103.5173,3.7E1,8.24,8.35,1.00,6.1E2,8.30,1103.4826,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
297,7.3E2,5.3E1,7.3E2,8.34,,773.4996,773.9375,773.8024,5.2E1,8.27,8.40,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,5.3E1,7.3E2,1.11,773.4996,773.9375,5.2E1,8.27,8.40,1.27,7.3E2,8.34,773.8024,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
298,2.2E3,5.3E1,2.2E3,8.50,,773.4928,773.8599,773.6371,2.3E2,8.44,8.59,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.11,DETECTED,5.3E1,2.2E3,1.20,773.4928,773.8599,2.3E2,8.44,8.59,1.40,2.2E3,8.50,773.6371,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
299,1.8E3,8.4E1,1.8E3,8.52,,759.2999,759.5810,759.3627,1.4E2,8.47,8.62,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.17,DETECTED,8.4E1,1.8E3,1.50,759.2999,759.5810,1.4E2,8.47,8.62,2.00,1.8E3,8.52,759.3627,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
300,2.6E3,3.2E2,2.6E3,8.71,,773.7709,773.8891,773.8018,1.5E2,8.66,8.76,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.2E2,2.6E3,1.00,773.7709,773.8891,1.5E2,8.66,8.76,1.00,2.6E3,8.71,773.8018,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
301,5.6E3,1.0E2,5.6E3,8.71,,787.5750,787.7937,787.6397,6.9E2,8.53,8.76,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.13,DETECTED,1.0E2,5.6E3,0.67,787.5750,787.7937,6.9E2,8.53,8.76,0.37,5.6E3,8.71,787.6397,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
302,3.6E3,5.2E1,3.6E3,8.93,,787.2011,787.7130,787.6326,5.3E2,8.88,9.09,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.17,DETECTED,5.2E1,3.6E3,2.00,787.2011,787.7130,5.3E2,8.88,9.09,3.00,3.6E3,8.93,787.6326,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
303,5.2E2,1.7E2,5.2E2,8.95,,760.5559,760.6971,760.6968,3.0E1,8.91,9.00,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.7E2,5.2E2,1.17,760.5559,760.6971,3.0E1,8.91,9.00,1.33,5.2E2,8.95,760.6968,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
304,5.6E2,2.3E2,5.6E2,8.95,,809.3998,809.4013,809.4003,3.3E1,8.91,9.00,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.3E2,5.6E2,1.17,809.3998,809.4013,3.3E1,8.91,9.00,1.33,5.6E2,8.95,809.4003,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
305,2.2E3,5.5E1,2.2E3,9.27,,787.5896,787.9030,787.7135,2.0E2,9.22,9.40,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.5E1,2.2E3,1.60,787.5896,787.9030,2.0E2,9.22,9.40,2.02,2.2E3,9.27,787.7135,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
306,1.5E3,5.3E2,1.5E3,9.27,,871.7996,871.9334,871.7998,8.7E1,9.23,9.32,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.3E2,1.5E3,1.17,871.7996,871.9334,8.7E1,9.23,9.32,1.33,1.5E3,9.27,871.7998,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
307,1.1E3,5.1E1,1.1E3,9.79,,883.5289,884.1000,883.7025,6.1E1,9.72,9.83,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,1.1E3,0.88,883.5289,884.1000,6.1E1,9.72,9.83,0.80,1.1E3,9.79,883.7025,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
308,1.7E3,5.2E1,1.7E3,2.90,1,1125.6000,1126.1243,1125.7759,1.1E2,2.83,2.96,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,5.2E1,1.7E3,0.98,1125.6000,1126.1243,1.1E2,2.83,2.96,0.97,1.7E3,2.90,1125.7759,1,2,,UNKNOWN,,,,,,,,,,,,,,
